Universidad,Tipo,Especialidad.SubEspecialidad,Modalidad,Serum,SNCDS,X1er.Niv.,X5to.Sup.,Prom.Pre,ENAM,Examen,Factor.A.,Nota.Final,Sede
UNFV,Esp.,OFTALMOLOGIA,Cautiva/MINSA en sedes del MINSA de Lima Metropolitana,8,NA,2,NA,1.679,NA,32.8,21.2,65.679,Hospital Nacional Hipólito Unanue
USMP,Esp.,DERMATOLOGIA,Libre,8,NA,NA,NA,1.79,1.5,50.4,15.2,76.89,NA
UNFV,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,10,NA,NA,NA,1.568,1,NA,15.2,NA,NA
UNSAAC,Esp.,RADIOLOGIA,Libre,10,NA,4,NA,1.634,NA,31.2,15.2,62.034,NA
UNFV,Esp.,OTORRINOLARINGOLOGIA,Libre,8,NA,NA,NA,1.622,1,38.8,15.2,64.622,NA
UNMSM,Esp.,ENDOCRINOLOGIA,Cautiva/MINSA en sedes del MINSA de Lima Metropolitana,8,NA,4,NA,1.886,1,41.2,21.2,77.286,Hospital Nacional Arzobispo Loayza
UPCH,Esp.,CIRUGIA GENERAL,Libre,8,NA,NA,NA,2.041,1.5,56.4,15.2,83.141,Hospital Nacional Cayetano Heredia
UPCH,Esp.,PSIQUIATRIA,Libre,8,NA,NA,NA,1.96,1,52,15.2,78.16,Hospital Nacional Cayetano Heredia
UNSAAC,Esp.,NEFROLOGIA,Libre,10,NA,NA,NA,1.769,1,42.4,15.2,70.369,NA
UCV,Esp.,ANESTESIOLOGIA,Libre,8,NA,NA,NA,1.422,NA,42,15.2,66.622,Hospital de Apoyo Chepen La Libertad
UNMSM,Esp.,PEDIATRIA,Libre,10,NA,NA,NA,1.616,NA,38.8,15.2,65.616,NA
UCSM,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,8,NA,NA,NA,1.708,1,51.6,15.2,77.508,NA
UNMSM,Esp.,CIRUGIA PLASTICA,Libre,8,NA,2,NA,1.673,1,56,15.2,83.873,NA
UNFV,Esp.,MEDICINA DE EMERGENCIAS Y DESASTRES,Cautiva/MINSA en sedes del MINSA de Lima Metropolitana,0,NA,2,NA,3.303,NA,31.2,21.2,57.703,NA
URP,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,8,NA,NA,NA,1.724,1,50,15.2,75.924,Hospital Nacional Daniel Alcides Carrión
UNSA,Esp.,OFTALMOLOGIA,Libre,6,NA,NA,NA,1.557,1.5,40.8,15.2,65.057,NA
UNSA,Esp.,ENDOCRINOLOGIA,Libre,8,NA,NA,NA,1.729,1,35.6,15.2,61.529,Hospital Regional Manuel Nuñez Butron - Puno
UPAO,Esp.,ENDOCRINOLOGIA,Libre,10,NA,NA,NA,1.678,1,50.4,15.2,78.278,NA
UCSM,Esp.,MEDICINA FISICA Y DE REHABILITACION,Libre,8,NA,NA,1,1.978,1.5,44.8,15.2,72.478,NA
USMP,Esp.,MEDICINA ONCOLOGICA,Libre,8,NA,NA,NA,1.725,NA,33.2,15.2,58.125,NA
UNSAAC,Esp.,PEDIATRIA,Libre,10,NA,1,NA,1.744,NA,37.6,15.2,65.544,NA
UPAO,Esp.,CIRUGIA PLASTICA,Libre,10,NA,NA,NA,1.633,1,52.4,15.2,80.233,Hospital Regional Docente de Trujillo
USMP,Esp.,PEDIATRIA,Libre,8,NA,NA,NA,1.818,1,43.2,15.2,69.218,NA
UPCH,Esp.,CIRUGIA ONCOLOGICA,Libre,10,NA,NA,NA,1.529,1,54.8,15.2,82.529,NA
UPCH,Esp.,OFTALMOLOGIA,Libre,10,NA,NA,NA,2.013,NA,52.4,15.2,79.613,NA
UNFV,Esp.,CIRUGIA PEDIATRICA,Libre,8,NA,NA,NA,1.685,1,50.4,15.2,76.285,NA
USMP,Esp.,MEDICINA OCUPACIONAL Y DEL MEDIO AMBIENTE,Libre,8,NA,1,NA,2.165,NA,37.2,15.2,63.565,NA
UNFV,Esp.,GASTROENTEROLOGIA,Libre,6,NA,NA,NA,1.761,1,55.6,15.2,79.561,NA
UNMSM,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,10,NA,3,1,1.85,1,42.4,15.2,74.45,NA
UNFV,Esp.,OTORRINOLARINGOLOGIA,Cautiva/F.A.P.,8,NA,2,NA,1.861,1.5,41.6,21.2,76.161,Hospital Central FAP
UNMSM,Esp.,UROLOGIA,Libre,8,NA,NA,NA,1.729,1.5,52,15.2,78.429,NA
UNMSM,Esp.,HEMATOLOGIA,Libre,8,NA,NA,NA,1.824,1,55.2,15.2,81.224,Hospital Nacional Guillermo Almenara Irigoyen
USMP,Esp.,CIRUGIA GENERAL,Libre,10,NA,NA,NA,1.675,1,50,15.2,77.875,NA
SUR,Esp.,INMUNOLOGIA Y ALERGIA,Libre,8,NA,NA,NA,1.784,1,42.4,15.2,68.384,NA
USMP,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,10,NA,NA,1,1.92,1.5,53.6,15.2,83.22,Hospital Nacional Edgardo Rebagliati Martins
UNMSM,Esp.,CIRUGIA PLASTICA,Libre,10,NA,NA,NA,1.587,2,50,15.2,78.787,NA
UNSA,Esp.,NEUROCIRUGIA,Libre,8,NA,NA,NA,2,1,28.8,15.2,55,NA
URP,Esp.,GASTROENTEROLOGIA,Libre,10,NA,NA,1,1.835,2,60,15.2,90.035,Hospital Nacional Edgardo Rebagliati Martins
UNPRG,Esp.,OTORRINOLARINGOLOGIA,Libre,8,NA,NA,NA,1.998,1.5,48.8,15.2,75.498,Hospital Nacional Almanzor Aguinaga Asenjo - Chiclayo
UPCH,Esp.,GASTROENTEROLOGIA,Libre,8,NA,NA,1,1.888,1.5,59.2,15.2,86.788,Hospital Nacional Cayetano Heredia
UNMSM,Esp.,ANESTESIOLOGIA,Libre,8,NA,NA,NA,1.825,1.5,44.4,15.2,70.925,Instituto Nacional Materno Perinatal
UPCH,Esp.,GASTROENTEROLOGIA,Libre,8,NA,NA,NA,1.966,1,46.8,15.2,72.966,NA
UNSA,Esp.,NEUROCIRUGIA,Libre,8,NA,NA,NA,1.728,NA,41.6,15.2,66.528,Hospital III Goyeneche - Arequipa
USMP,Esp.,CIRUGIA PEDIATRICA,Libre,10,NA,NA,1,1.865,1.5,54.8,15.2,84.365,Hospital Nacional Docente Madre Niño San Bartolome
UPCH,Esp.,NEUROCIRUGIA,Libre,10,NA,NA,NA,1.805,1,57.6,15.2,85.605,Hospital Nacional Cayetano Heredia
USMP,Esp.,HEMATOLOGIA,Libre,8,NA,NA,NA,1.947,1.5,56.8,15.2,83.447,Hospital Nacional Guillermo Almenara Irigoyen
UPLA,Esp.,GASTROENTEROLOGIA,Libre,8,NA,NA,NA,3.34,NA,35.2,15.2,61.74,NA
URP,Esp.,CIRUGIA GENERAL,Libre,10,NA,NA,NA,1.632,NA,40,15.2,66.832,NA
UNMSM,Esp.,RADIOLOGIA,Libre,10,NA,NA,1,2.111,2,57.2,15.2,87.511,Hospital Nacional Guillermo Almenara Irigoyen
USMP,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,6,NA,NA,NA,1.632,NA,26,15.2,48.832,NA
UNMSM,Esp.,PEDIATRIA,Libre,8,NA,NA,NA,1.646,1,41.6,15.2,67.446,NA
UNFV,Esp.,OTORRINOLARINGOLOGIA,Libre,10,NA,NA,NA,1.82,1,54.4,15.2,82.42,NA
UNMSM,Esp.,CIRUGIA GENERAL,Libre,10,NA,NA,NA,1.719,1.5,53.2,15.2,81.619,Hospital Nacional Daniel Alcides Carrión
UNFV,Esp.,MEDICINA ONCOLOGICA,Libre,8,NA,NA,NA,1.613,1,35.2,15.2,61.013,Hospital Nacional Guillermo Almenara Irigoyen
USMP,Esp.,GASTROENTEROLOGIA,Libre,10,NA,NA,1,1.939,1.5,56.8,15.2,86.439,Hospital Alberto Sabogal Sologuren
UNMSM,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,10,NA,NA,NA,1.784,1,51.2,15.2,79.184,NA
URP,Esp.,OTORRINOLARINGOLOGIA,Libre,8,NA,NA,1,1.848,1.5,54.4,15.2,81.948,NA
UNSAAC,Esp.,PEDIATRIA,Libre,8,NA,NA,NA,1.56,NA,37.6,15.2,62.36,NA
UNT,Esp.,NEUMOLOGIA,Libre,10,NA,NA,1,1.865,1,51.2,15.2,80.265,Hospital Regional Docente de Trujillo
USMP,Esp.,ANESTESIOLOGIA,Libre,10,NA,NA,NA,1.907,1.5,51.2,15.2,79.807,Hospital Nacional Edgardo Rebagliati Martins
UNMSM,Esp.,CARDIOLOGIA,Cautiva/ESSALUD,10,NA,4,NA,3.433,NA,42.8,21.2,81.433,Hospital Alberto Sabogal Sologuren
UNT,Esp.,PEDIATRIA,Cautiva/MINSA en sedes de Regiones mas R. Lima y R. Callao/LA LIBERTA,8,NA,4,NA,3.504,NA,48,21.2,84.704,Hospital Regional Docente de Trujillo
UNPRG,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,8,NA,NA,NA,1.81,1.5,47.6,15.2,74.11,NA
UPAO,Esp.,ANATOMIA PATOLOGICA,Libre,6,NA,NA,NA,1.634,NA,50,15.2,72.834,Hospital de Alta Complejidad Virgen de la Puerta
USMP,Esp.,NEUROCIRUGIA,Libre,10,NA,NA,1,1.865,1.5,43.6,15.2,73.165,NA
UNMSM,Esp.,NEUROCIRUGIA,Libre,10,NA,NA,NA,1.71,2,54,15.2,82.91,NA
CENTRO 1,Sub.,GASTROENTEROLOGIA PEDIATRICA,Libre,8,NA,NA,NA,1.772,1.5,60,5.6,76.872,NA
UNMSM,Esp.,PSIQUIATRIA,Libre,10,NA,NA,NA,1.688,1.5,52.4,15.2,80.788,Instituto Nacional de Salud Mental Honorio Delgado - Hideyo Noguchi
UPCH,Esp.,MEDICINA ONCOLOGICA,Libre,10,NA,NA,NA,1.788,NA,36.4,15.2,63.388,NA
UPT,Esp.,ANESTESIOLOGIA,Libre,6,NA,NA,NA,1.523,NA,42.8,15.2,65.523,Hospital Hipólito Unanue de Tacna
UPAO,Esp.,REUMATOLOGIA,Libre,10,NA,NA,NA,1.744,1.5,38.8,15.2,67.244,NA
UNA,Esp.,PEDIATRIA,Libre,10,NA,NA,NA,1.79,1,43.2,15.2,71.19,Hospital III Juliaca
UPCH,Esp.,HEMATOLOGIA,Libre,8,NA,NA,NA,1.909,1,40.4,15.2,66.509,NA
USMP,Esp.,NEUMOLOGIA,Libre,8,NA,NA,NA,1.515,1,32,15.2,57.715,NA
UNMSM,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,10,NA,NA,NA,3.742,NA,42,15.2,70.942,NA
UPCH,Esp.,ENDOCRINOLOGIA,Libre,8,NA,NA,NA,2.325,NA,47.6,15.2,73.125,NA
UNFV,Esp.,PATOLOGIA CLINICA,Libre,8,NA,2,NA,1.688,NA,28.4,15.2,55.288,NA
CENTRO 2,Sub.,CIRUGIA DE MANO,Libre,10,NA,NA,1,4.05,NA,NA,5.6,NA,NA
UNMSM,Esp.,NEUROLOGIA,Libre,10,NA,NA,NA,3.398,NA,39.6,15.2,68.198,NA
URP,Esp.,MEDICINA INTERNA,Libre,10,NA,NA,NA,1.933,1,38,15.2,66.133,Hospital III Suárez Angamos
UNFV,Esp.,PEDIATRIA,Libre,10,NA,NA,1,1.853,1.5,48,15.2,77.553,NA
USMP,Esp.,ANESTESIOLOGIA,Libre,10,NA,NA,NA,1.693,1,45.2,15.2,73.093,NA
UNPRG,Esp.,CIRUGIA DE TORAX Y CARDIOVASCULAR,Libre,10,NA,1,NA,1.702,1,45.2,15.2,74.102,NA
UPCH,Esp.,DERMATOLOGIA,Libre,8,NA,NA,NA,1.72,1.5,52.4,15.2,78.82,NA
URP,Esp.,RADIOLOGIA,Libre,8,NA,NA,NA,1.69,2,51.2,15.2,78.09,NA
UPCH,Esp.,RADIOLOGIA,Libre,0,2,NA,NA,3.805,NA,34,15.2,55.005,NA
UNSLGI,Esp.,PATOLOGIA CLINICA,Libre,10,NA,1,NA,1.708,1,46,15.2,74.908,"Hospital IV Augusto Hernández Mendoza, Ex H. Felix Torrealva Gutierrez - Ica"
CENTRO 3,Sub.,CIRUGIA PLASTICA,Cautiva/ESSALUD,5,2,NA,NA,3.648,NA,51.2,8.8,70.648,NA
UNMSM,Esp.,ANESTESIOLOGIA,Libre,8,NA,NA,NA,1.669,NA,28,15.2,52.869,NA
UNMSM,Esp.,CIRUGIA PEDIATRICA,Libre,10,NA,NA,NA,1.735,NA,46.4,15.2,73.335,NA
UNFV,Esp.,CIRUGIA GENERAL,Libre,10,NA,NA,NA,1.739,1.5,46.4,15.2,74.839,NA
UNSA,Esp.,OFTALMOLOGIA,Libre,8,NA,NA,1,1.861,1.5,55.2,15.2,82.761,Hospital Regional Honorio Delgado Espinoza - Arequipa
UNMSM,Esp.,GASTROENTEROLOGIA,Cautiva/ESSALUD,8,NA,NA,NA,3.544,NA,36.8,21.2,69.544,Hospital Alberto Sabogal Sologuren
USMP,Esp.,PEDIATRIA,Libre,10,NA,NA,NA,1.668,NA,45.2,15.2,72.068,NA
UCV,Esp.,RADIOLOGIA,Libre,8,NA,NA,NA,1.587,NA,37.2,15.2,61.987,NA
UPCH,Esp.,RADIOLOGIA,Libre,8,NA,NA,NA,1.93,1.5,50,15.2,76.63,NA
CENTRO 3,Sub.,NEUROLOGIA PEDIATRICA,Libre,8,NA,NA,1,1.711,NA,64,5.6,80.311,Hospital Nacional Edgardo Rebagliati Martins
UNFV,Esp.,NEUROLOGIA,Libre,10,NA,NA,NA,1.681,1,45.6,15.2,73.481,Hospital María Auxiliadora
CENTRO 1,Sub.,CARDIOLOGIA PEDIATRICA,Libre,8,NA,NA,NA,1.83,1.5,60.8,5.6,77.73,Hospital Nacional Edgardo Rebagliati Martins
UPLA,Esp.,ANESTESIOLOGIA,Libre,10,NA,NA,NA,1.714,1,38.4,15.2,66.314,Hospital Regional Docente Materno Infantil - El Carmen Huancayo
UCSUR,Esp.,GASTROENTEROLOGIA,Libre,10,NA,NA,1,1.77,1.5,59.6,15.2,89.07,Hospital Nacional Arzobispo Loayza
UPAO,Esp.,CIRUGIA GENERAL,Libre,10,NA,NA,NA,1.461,NA,42.8,15.2,69.461,Hospital Tarapoto
URP,Esp.,NEFROLOGIA,Libre,8,NA,NA,NA,1.663,NA,35.2,15.2,60.063,NA
USMP,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,10,NA,NA,NA,1.967,2,54.8,15.2,83.967,Hospital María Auxiliadora
UNFV,Esp.,CIRUGIA PEDIATRICA,Libre,10,NA,NA,NA,1.626,NA,38.8,15.2,65.626,NA
USMP,Esp.,MEDICINA ONCOLOGICA,Libre,8,NA,NA,NA,1.575,NA,27.2,15.2,51.975,NA
UNFV,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,10,NA,NA,NA,1.732,1,47.2,15.2,75.132,NA
URP,Esp.,PATOLOGIA CLINICA,Libre,8,NA,NA,1,1.844,1.5,46.4,15.2,73.944,NA
UNSA,Esp.,UROLOGIA,Libre,8,NA,NA,NA,1.8,1.5,53.6,15.2,80.1,NA
UPCH,Esp.,ENDOCRINOLOGIA,Libre,10,NA,NA,1,1.878,1,46.8,15.2,75.878,NA
UNMSM,Esp.,GERIATRIA,Libre,8,NA,NA,NA,1.75,NA,38.8,15.2,63.75,Hospital Central PNP
UCSM,Esp.,MEDICINA ONCOLOGICA,Libre,6,NA,NA,NA,1.475,NA,45.2,15.2,67.875,Hospital Carlos Alberto Seguín Escobedo - Arequipa
UPAO,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,10,NA,NA,NA,1.539,1,49.2,15.2,76.939,NA
URP,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,10,NA,NA,NA,1.788,1,52,15.2,79.988,Hospital II Vitarte
UNFV,Esp.,CIRUGIA DE TORAX Y CARDIOVASCULAR,Libre,10,NA,NA,NA,1.72,1.5,54.8,15.2,83.22,Instituto Nacional Cardiovascular Carlos A. Peschiera - INCOR
UNMSM,Esp.,MEDICINA DE ENFERMEDADES INFECCIOSAS Y TROPIC,LLEiSbre,10,NA,NA,NA,1.691,NA,48,15.2,74.891,Hospital Nacional Dos de Mayo
USMP,Esp.,ANESTESIOLOGIA,Libre,6,NA,NA,NA,1.642,NA,41.6,15.2,64.442,NA
UCV,Esp.,MEDICINA FISICA Y DE REHABILITACION,Libre,10,NA,NA,NA,1.362,NA,28.8,15.2,55.362,NA
UCV,Esp.,CIRUGIA GENERAL,Libre,8,NA,NA,NA,1.65,NA,39.6,15.2,64.45,NA
UNMSM,Esp.,MEDICINA DE EMERGENCIAS Y DESASTRES,Libre,8,NA,NA,NA,1.651,NA,44.8,15.2,69.651,Hospital Nacional Dos de Mayo
UNAP,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,10,NA,NA,NA,1.695,NA,44,15.2,70.895,Hospital III ESSALUD de Loreto
URP,Esp.,PEDIATRIA,Cautiva/MINSA en sedes del MINSA de Lima Metropolitana,10,NA,4,NA,0,NA,30.8,21.2,66,Hospital Vitarte
UNMSM,Esp.,ADMINISTRACION Y GESTION EN SALUD,Libre,8,NA,NA,NA,1.912,1.5,48.4,15.2,75.012,Hospital Nacional Docente Madre Niño San Bartolome
URP,Esp.,OTORRINOLARINGOLOGIA,Libre,10,NA,NA,1,1.977,2,49.6,15.2,79.777,NA
UNFV,Esp.,CARDIOLOGIA,Libre,10,NA,NA,1,1.905,1.5,48,15.2,77.605,NA
UPCH,Esp.,CIRUGIA PLASTICA,Libre,8,NA,NA,1,1.828,1.5,55.2,15.2,82.728,NA
UNMSM,Esp.,MEDICINA INTERNA,Libre,10,NA,NA,NA,3.444,NA,31.6,15.2,60.244,Hospital Nacional Daniel Alcides Carrión
CENTRO 2,Sub.,PSIQUIATRIA DEL NIÑO Y DEL ADOLESCENTE,Libre,10,NA,NA,NA,2.058,NA,56,5.6,73.658,Hospital Nacional Guillermo Almenara Irigoyen
UNMSM,Esp.,RADIOLOGIA,Libre,8,NA,NA,NA,1.975,NA,36.4,15.2,61.575,NA
CENTRO 3,Esp.,NEONATOLOGIA,Libre,10,NA,NA,NA,1.696,NA,41.6,15.2,68.496,NA
UNMSM,Esp.,NEUROCIRUGIA,Libre,10,NA,NA,NA,3.549,NA,49.6,15.2,78.349,NA
UNSAAC,Esp.,MEDICINA INTENSIVA,Libre,10,NA,NA,NA,1.614,1,36.4,15.2,64.214,NA
USMP,Esp.,ANESTESIOLOGIA,Libre,10,NA,NA,NA,1.793,NA,38.8,15.2,65.793,NA
URP,Esp.,CIRUGIA PEDIATRICA,Libre,10,NA,NA,1,2.201,2,58.4,15.2,88.801,Hospital Nacional Edgardo Rebagliati Martins
UPCH,Esp.,OFTALMOLOGIA,Libre,10,NA,NA,NA,1.941,2,57.2,15.2,86.341,Instituto Nacional de Oftalmología
USMP,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,10,NA,NA,NA,1.844,1.5,49.2,15.2,77.744,NA
UNT,Esp.,OFTALMOLOGIA,Libre,10,NA,NA,1,1.711,1.5,57.6,15.2,87.011,Instituto Regional de Oftalmología - Trujillo
URP,Esp.,MEDICINA FISICA Y DE REHABILITACION,Libre,10,NA,NA,NA,3.555,NA,46,15.2,74.755,NA
UNT,Esp.,CIRUGIA GENERAL,Libre,10,NA,1,NA,1.753,NA,42.8,15.2,70.753,NA
UNFV,Esp.,PEDIATRIA,Libre,8,NA,NA,1,1.8,1,42.4,15.2,69.4,NA
USMP,Esp.,MEDICINA FISICA Y DE REHABILITACION,Libre,6,NA,NA,NA,1.637,NA,32.4,15.2,55.237,NA
UNCP,Esp.,RADIOLOGIA,Libre,10,NA,NA,1,1.894,NA,53.6,15.2,81.694,Hospital Nacional Ramiro Prialé Prialé - IV Huancayo
UNPRG,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,8,NA,NA,NA,1.499,NA,43.2,15.2,67.899,NA
UPCH,Esp.,PSIQUIATRIA,Libre,10,NA,NA,NA,1.802,1,42.4,15.2,70.402,NA
URP,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Cautiva/MINSA en sedes del MINSA de Lima Metropolitana,10,NA,1,1,1.4,NA,25.2,21.2,59.8,NA
UNMSM,Esp.,CIRUGIA DE TORAX Y CARDIOVASCULAR,Libre,10,NA,NA,1,2.125,1.5,59.6,15.2,89.425,Hospital Nacional Guillermo Almenara Irigoyen
USMP,Esp.,CIRUGIA GENERAL,Libre,10,NA,NA,NA,1.719,1.5,53.6,15.2,82.019,Hospital San Juan de Lurigancho
UNMSM,Esp.,PSIQUIATRIA,Libre,6,NA,NA,NA,2.048,1.5,51.2,15.2,75.948,Hospital Victor Larco Herrera
UNSA,Esp.,ANESTESIOLOGIA,Libre,8,NA,NA,NA,1.495,NA,34,15.2,58.695,NA
UNFV,Esp.,CIRUGIA GENERAL,Libre,10,NA,NA,1,1.831,1.5,60,15.2,89.531,Hospital Nacional Guillermo Almenara Irigoyen
UNFV,Esp.,PATOLOGIA CLINICA,Cautiva/MINSA en sedes del MINSA de Lima Metropolitana,10,NA,4,NA,3.219,NA,23.6,21.2,62.019,Instituto Nacional de Enfermedades Neoplásicas
UPCH,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,10,NA,NA,1,1.817,1.5,52.4,15.2,81.917,NA
UNMSM,Esp.,RADIOLOGIA,Libre,0,NA,NA,NA,3.466,NA,37.2,15.2,55.866,NA
UPCH,Esp.,MEDICINA ONCOLOGICA,Libre,8,NA,NA,NA,1.848,1,41.2,15.2,67.248,NA
UPCH,Esp.,OFTALMOLOGIA,Libre,8,NA,NA,NA,1.898,1,41.2,15.2,67.298,NA
CENTRO 3,Sub.,CIRUGIA DE RETINA Y VITREO,Libre,8,NA,NA,NA,1.755,1,48.8,5.6,65.155,NA
USMP,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,10,NA,NA,NA,1.837,1.5,49.2,15.2,77.737,NA
UNMSM,Esp.,REUMATOLOGIA,Libre,10,NA,NA,1,1.743,2,56.4,15.2,86.343,Hospital Nacional Guillermo Almenara Irigoyen
URP,Esp.,RADIOLOGIA,Libre,8,NA,NA,NA,1.655,1,31.6,15.2,57.455,NA
UNFV,Esp.,UROLOGIA,Libre,10,NA,NA,1,3.563,NA,38.4,15.2,68.163,NA
USMP,Esp.,HEMATOLOGIA,Libre,6,NA,NA,NA,3.292,NA,26,15.2,50.492,NA
UNFV,Esp.,CARDIOLOGIA,Libre,10,NA,NA,1,1.971,1.5,56.8,15.2,86.471,Hospital María Auxiliadora
USMP,Esp.,OTORRINOLARINGOLOGIA,Libre,8,NA,NA,NA,1.651,1,45.6,15.2,71.451,NA
UNMSM,Esp.,RADIOLOGIA,Libre,10,NA,NA,NA,1.925,1.5,35.6,15.2,64.225,NA
UNMSM,Esp.,NEUROCIRUGIA,Libre,10,NA,NA,NA,1.614,NA,30,15.2,56.814,NA
UNMSM,Esp.,CIRUGIA PLASTICA,Libre,8,NA,NA,NA,1.718,1,42.4,15.2,68.318,NA
UNAP,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,10,NA,1,NA,1.632,NA,35.2,15.2,63.032,Hospital Regional de Loreto Felipe Santiago Arriola Iglesias
UNSA,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,10,NA,NA,1,1.625,NA,46.4,15.2,74.225,Hospital Regional Honorio Delgado Espinoza - Arequipa
UNMSM,Esp.,CIRUGIA PLASTICA,Libre,10,NA,NA,NA,1.643,1,42.8,15.2,70.643,NA
UNSLGI,Esp.,ANESTESIOLOGIA,Libre,6,NA,4,NA,1.741,NA,36,15.2,62.941,Hospital Regional de Ica
UNSLGI,Esp.,MEDICINA INTERNA,Libre,10,NA,NA,NA,1.68,NA,42,15.2,68.88,"Hospital IV Augusto Hernández Mendoza, Ex H. Felix Torrealva Gutierrez - Ica"
UNMSM,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,10,NA,NA,NA,1.86,1.5,54.8,15.2,83.36,NA
URP,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,10,NA,NA,NA,1.796,1,32,15.2,59.996,NA
UNMSM,Esp.,CIRUGIA DE CABEZA Y CUELLO,Libre,8,NA,NA,NA,1.901,1.5,48,15.2,74.601,NA
UNMSM,Esp.,MEDICINA INTERNA,Libre,10,NA,NA,NA,1.786,1.5,51.2,15.2,79.686,Hospital Nacional Guillermo Almenara Irigoyen
USMP,Esp.,PEDIATRIA,Libre,10,NA,NA,1,1.815,1.5,42,15.2,71.515,NA
UNFV,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,10,NA,1,1,1.706,1,55.6,15.2,85.506,Hospital María Auxiliadora
URP,Esp.,CIRUGIA GENERAL,Libre,10,NA,NA,NA,1.919,1.5,55.2,15.2,83.819,Hospital II Lima Norte Callao Luis Negreiros Vega
UNFV,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,10,NA,NA,NA,1.649,1.5,42.8,15.2,71.149,NA
UNMSM,Esp.,UROLOGIA,Cautiva/ESSALUD,0,4,4,1,3.863,NA,38,21.2,72.063,Hospital de Emergencias Grau
USMP,Esp.,CIRUGIA PEDIATRICA,Libre,10,NA,4,NA,1.621,1,54,15.2,85.821,Hospital Nacional Docente Madre Niño San Bartolome
UNFV,Esp.,OFTALMOLOGIA,Libre,10,NA,NA,NA,1.973,1,54.8,15.2,82.973,Instituto Nacional de Oftalmología
UPAO,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,10,NA,NA,NA,1.398,NA,42.8,15.2,69.398,Hospital Moyobamba
USMP,Esp.,DERMATOLOGIA,Libre,8,NA,NA,1,1.956,1,30.8,15.2,57.956,NA
NORTE,Esp.,MEDICINA FAMILIAR Y COMUNITARIA,Libre,6,NA,NA,NA,1.786,NA,41.2,15.2,64.186,Hospital I La Esperanza
UNFV,Esp.,NEUMOLOGIA,Libre,10,NA,NA,NA,1.675,NA,44.8,15.2,71.675,NA
CENTRO 2,Sub.,GASTROENTEROLOGIA PEDIATRICA,Libre,10,NA,NA,1,1.964,1,64,5.6,83.564,Hospital Nacional Edgardo Rebagliati Martins
UNA,Esp.,CIRUGIA GENERAL,Libre,8,NA,NA,NA,1.668,NA,40.8,15.2,65.668,Hospital Regional Manuel Nuñez Butron - Puno
UNMSM,Esp.,NEUROLOGIA,Libre,10,NA,NA,NA,2.002,1,33.2,15.2,61.402,NA
URP,Esp.,RADIOLOGIA,Cautiva/ESSALUD,6,NA,NA,NA,1.714,NA,32.8,21.2,61.714,Hospital de Emergencias Grau
UNMSM,Esp.,ANESTESIOLOGIA,Cautiva/MINSA en sedes del MINSA de Lima Metropolitana,10,NA,2,NA,1.563,NA,31.2,21.2,65.963,Hospital Nacional Dos de Mayo
UPCH,Esp.,MEDICINA ONCOLOGICA,Libre,6,NA,NA,NA,1.788,1,47.2,15.2,71.188,NA
UNMSM,Esp.,ENDOCRINOLOGIA,Libre,10,NA,NA,1,1.984,2,60,15.2,90.184,Hospital Nacional Guillermo Almenara Irigoyen
UNMSM,Esp.,PEDIATRIA,Libre,6,NA,NA,NA,1.926,1.5,42,15.2,66.626,NA
UNT,Esp.,ANESTESIOLOGIA,Libre,8,NA,NA,NA,1.703,NA,38,15.2,62.903,Hospital Distrital Santa Isabel de el Porvenir - La Libertad
UNSA,Esp.,NEUROCIRUGIA,Libre,6,NA,NA,NA,1.564,NA,35.2,15.2,57.964,NA
CENTRO 3,Sub.,CIRUGIA PLASTICA,Libre,8,NA,NA,NA,1.787,1.5,52.8,5.6,69.687,NA
UNMSM,Esp.,PEDIATRIA,Libre,8,NA,NA,NA,1.888,1,41.2,15.2,67.288,Hospital Regional de Ayacucho  Miguel Angel Mariscal Llerena
